"ID","Name","NumGenes","CorrectedPvalue","Multifunctionality","GeneMemberDiff"
"GO:0097503","sialylation",20,0.02,0.115,"ST3GAL1, ST3GAL2, ST3GAL3, ST3GAL4, ST3GAL6, ST6GAL1, ST6GAL2, ST6GALNAC3, ST6GALNAC5, ST8SIA1, ST8SIA2, ST8SIA5"
"GO:0061337","cardiac conduction",90,0.02,0.972,"ABCC9, ANK2, ATP1A2, CACNA1C, CACNA1G, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB4, CACNG2, CACNG4, CACNG5, CAMK2D, CASQ2, CTNNA3, DSC2, HCN4, JUP, KCND2, KCND3, KCNE4, KCNIP1, KCNIP4, KCNJ12, KCNJ4, KCNJ5, KCNQ1, MEF2A, RYR2, SCN2B, SCN5A, SLC8A1, SPTBN4, TNNI3K"
"GO:0007596","blood coagulation",280,0.02,0.924,"A2M, ACTN1, ANO6, CAPZB, CD36, CD9, CLEC1B, COL1A1, COL1A2, CPB2, CSRP1, DGKA, DGKI, DGKQ, DGKZ, DOCK1, DOCK8, EHD1, ENTPD1, F10, F13A1, F13B, F2RL3, F7, FBLN1, FERMT3, FGB, FGG, FYN, GATA4, GNA13, GNA14, GNA15, GNAQ, GNAS, GNB1, GNG2, H3F3B, HBB, HBE1, HBG2, HDAC2, HIST1H3J, IFNA13, IFNA14, IFNA2, ITGA2B, ITGB3, ITPR1, LCP2, LYN, MYH9, PAPSS2, PDGFRA, PDPN, PEAR1, PHF21A, PIK3R5, PLAT, PLEK, PLG, PRKAR2B, PRKCA, PRKCB, PRKCE, PRKCG, PRKCH, PRKCQ, PROC, PROS1, RAB27A, RAD51B, RAP2B, SERPINA1, SERPINA5, SERPINC1, SERPING1, SH2B2, SLC4A1, SLC7A11, STXBP3, TRPC6, TRPC7, TSPAN32, UBASH3B, VAV2, VPS45, ZFPM2"
"GO:1903169","regulation of calcium ion transmembrane transport",149,0.02,0.99,"AHNAK, AKAP6, ANK2, ATP1A2, BDKRB1, CACNA1C, CACNA2D1, CACNB4, CALCR, CAMK2D, CASQ1, CASQ2, CRHR1, DRD2, DRD3, DYSF, F2RL3, FGF14, FYN, HAP1, HSPA2, JPH1, JPH3, JPH4, LACRT, LYN, MYO5A, NOS1, NTSR1, OR56A1, OR5T1, PDE4B, PDE4D, PRKCE, RAMP3, RRAD, RYR2, SLC8A1, STAC, STAC2, STIM1, THADA, THY1, TLR9, TMC1, TMC2, TRDN, UBASH3B"
"GO:0045494","photoreceptor cell maintenance",34,0.02,0.443,"CDH23, CDHR1, CIB2, CLRN1, CNGB1, CROCC, ESRRB, MAK, MDM1, NXNL2, PCDH15, RDH12, RHO, RP1, RP1L1, TUB, USH2A"
"GO:0007599","hemostasis",285,0.02,0.924,"A2M, ACTN1, ANO6, CAPZB, CD36, CD9, CLEC1B, COL1A1, COL1A2, CPB2, CSRP1, DGKA, DGKI, DGKQ, DGKZ, DOCK1, DOCK8, EHD1, ENTPD1, F10, F13A1, F13B, F2RL3, F7, FBLN1, FERMT3, FGB, FGG, FLI1, FYN, GATA4, GNA13, GNA14, GNA15, GNAQ, GNAS, GNB1, GNG2, H3F3B, HBB, HBE1, HBG2, HDAC2, HIST1H3J, IFNA13, IFNA14, IFNA2, ITGA2B, ITGB3, ITPR1, LCP2, LYN, MYH9, PAPSS2, PDGFRA, PDPN, PEAR1, PHF21A, PIK3R5, PLAT, PLEK, PLG, PRKAR2B, PRKCA, PRKCB, PRKCE, PRKCG, PRKCH, PRKCQ, PROC, PROS1, RAB27A, RAD51B, RAP2B, SERPINA1, SERPINA5, SERPINC1, SERPING1, SH2B2, SLC4A1, SLC7A11, STXBP3, TRPC6, TRPC7, TSPAN32, UBASH3B, VAV2, VPS45, ZFPM2"
"GO:0048168","regulation of neuronal synaptic plasticity",52,0.02,0.843,"CAMK2A, CAMK2B, CNTN2, DLG4, DRD2, GRIK2, GRM5, JPH3, KCNJ10, KIT, MCTP1, NETO1, NEURL1, NF1, NPTN, RASGRF1, SHISA6, SHISA9, SLC4A10, SYNPO, SYT4, UNC13A, UNC13B"
"GO:1902306","negative regulation of sodium ion transmembrane transport",13,0.02,0.661,"ATP1A2, CAMK2D, COMMD1, DRD3, HECW1, HECW2, NEDD4L, PRKCE, STK39"
"GO:0010107","potassium ion import",40,0.02,0.704,"ABCC9, ATP1A2, ATP4A, FXYD2, HCN4, KCNJ10, KCNJ12, KCNJ15, KCNJ16, KCNJ4, KCNJ5, KCNJ6, KCNJ8, KCNK9, SLC12A1, SLC12A3, SLC12A5, SLC12A6, SLC12A7"
"GO:1990573","potassium ion import across plasma membrane",40,0.02,0.704,"ABCC9, ATP1A2, ATP4A, FXYD2, HCN4, KCNJ10, KCNJ12, KCNJ15, KCNJ16, KCNJ4, KCNJ5, KCNJ6, KCNJ8, KCNK9, SLC12A1, SLC12A3, SLC12A5, SLC12A6, SLC12A7"
"GO:0050982","detection of mechanical stimulus",43,0.02,0.788,"ANO3, ASIC2, CXCL12, FYN, HPN, HTR2A, JUP, KCNA1, KIT, NTRK1, PDZD7, PIEZO2, PKD1L1, PKD1L2, SCN1A, TMC1, TMC2, TTN"
"GO:0060351","cartilage development involved in endochondral bone morphogenesis",43,0.02,0.779,"ANXA2, COL12A1, COL14A1, COL1A1, COL20A1, COL27A1, COL2A1, COL6A3, COL7A1, MATN2, MBL2, MMP13, POC1A, RARB, SCARA3, TGFBR2, THBS3, TRPV4, VIT, VWA1"
"GO:0050817","coagulation",282,0.02,0.924,"A2M, ACTN1, ANO6, CAPZB, CD36, CD9, CLEC1B, COL1A1, COL1A2, CPB2, CSRP1, DGKA, DGKI, DGKQ, DGKZ, DOCK1, DOCK8, EHD1, ENTPD1, F10, F13A1, F13B, F2RL3, F7, FBLN1, FERMT3, FGB, FGG, FYN, GATA4, GNA13, GNA14, GNA15, GNAQ, GNAS, GNB1, GNG2, H3F3B, HBB, HBE1, HBG2, HDAC2, HIST1H3J, IFNA13, IFNA14, IFNA2, ITGA2B, ITGB3, ITPR1, LCP2, LYN, MYH9, PAPSS2, PDGFRA, PDPN, PEAR1, PHF21A, PIK3R5, PLAT, PLEK, PLG, PRKAR2B, PRKCA, PRKCB, PRKCE, PRKCG, PRKCH, PRKCQ, PROC, PROS1, RAB27A, RAD51B, RAP2B, SERPINA1, SERPINA5, SERPINC1, SERPING1, SH2B2, SLC4A1, SLC7A11, STXBP3, TRPC6, TRPC7, TSPAN32, UBASH3B, VAV2, VPS45, ZFPM2"
"GO:0008361","regulation of cell size",175,0.02,0.961,"AKT1S1, ANO6, BDNF, BMPR2, CDH4, CDKL3, CLCN6, CXCL12, DCC, DISC1, DNM2, DRAXIN, DSCAM, EFNA5, FN1, FSTL4, HSP90AB1, IL7R, KCNMA1, LIMK1, MAG, MAP1B, MAP2, MEGF8, NDEL1, NGF, NRP1, NTN1, NTRK3, OLFM1, PAFAH1B1, PLEK, PLXNA4, PRR16, PTPRS, RAP1GAP2, RDX, RET, RPTOR, RYK, SEMA4B, SEMA5A, SEMA6B, SEMA6D, SLC12A1, SLC12A3, SLC12A5, SLC12A6, SLC12A7, TMEM123, TNR, TRPV4, TWF2, ULK2, VAV2, WDTC1, WNT5A"
"GO:0099504","synaptic vesicle cycle",115,0.02,0.956,"ACTL8, AMPH, CADPS2, CPLX1, CPLX4, CTBP2, DDC, DNM1, DNM2, DOC2B, ERC2, GAK, NLGN1, NLGN2, OTOF, PACSIN1, PCLO, PICALM, PIP5K1C, RIMS1, RIMS3, RIMS4, SH3GL1, SH3GL2, SLC17A6, SLC17A7, SLC18A1, SNAP25, SNAP47, STX11, STX1B, STX6, SYNDIG1, SYT1, SYT12, SYT2, SYT8, SYT9, TH, UNC13A, UNC13B, UNC13C"
"GO:0007160","cell-matrix adhesion",122,0.02,0.819,"ACTN1, ACTN2, ADAMTS12, ADAMTS9, AJUBA, CD44, COL13A1, COL16A1, COL17A1, COL19A1, DAG1, DDR1, DEFB118, DLC1, EMP2, EPDR1, FERMT2, FGB, FGG, FN1, HOXD3, ITGA11, ITGA2B, ITGA8, ITGAL, ITGB3, ITGB6, ITGBL1, LAMA5, LYVE1, MADCAM1, MKLN1, MSLN, PARVG, PPFIA2, RHOD, SIGLEC1, SORBS1, TECTA, THBS3, THY1, TIAM1, TIMM10B, TMEM8B, TNN"
"GO:0002062","chondrocyte differentiation",78,0.02,0.859,"ACAN, BMPR2, CHST11, COL12A1, COL14A1, COL20A1, COL27A1, COL2A1, COL6A3, COL7A1, CREB3L2, ECM1, EIF2AK3, FGFR1, GLI2, HMGA2, MATN2, MBL2, MEX3C, NFIB, POC1A, RUNX2, SCARA3, SFRP2, SULF1, SULF2, TGFBI, TGFBR2, VIT, VWA1, WNT5B"
"GO:0016049","cell growth",88,0.02,0.984,"ADRA1A, AKAP13, AUTS2, BDNF, CDKL3, COBL, CPNE1, DCLK1, DDR1, DVL1, EFNA5, GATA4, HSP90AB1, IQGAP1, MAP1B, MAP2K4, MEX3C, NDEL1, NDN, NRP1, POSTN, PRKCZ, SEMA5A, SEMA5B, SH3GL2, SLIT1, SLIT2, SLIT3, SORBS2, TGFBR2, TIAM1, TMEM108, ULK2, ZEB2"
"GO:0031032","actomyosin structure organization",105,0.02,0.827,"ACTN2, CASQ1, CASQ2, CDC42BPB, CFLAR, CIT, CSRP1, ELN, EPB41L1, EPB41L2, EPB41L4A, EPB41L4B, FHOD3, FRMD5, FRMD6, KIF23, KRT19, LMOD1, LMOD2, MEF2A, MYH11, MYH6, MYH9, MYL2, MYLK3, MYO18A, MYOM1, MYOM2, MYOM3, NEB, NRAP, OBSCN, PDGFRA, PGM5, PHACTR1, SORBS1, SYNPO2L, TNNT3, TTN"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade",201,0.02,0.992,"ABCA7, ADRA1A, ANGPT1, BMPER, BRAF, C5AR2, CALCR, CASR, CCL1, CCL11, CCL13, CCL15, CCL24, CCL8, CD36, CD44, CFLAR, CHRNA7, CSF1R, DRD2, ERBB4, FFAR4, FGB, FGF10, FGF21, FGG, FPR2, FSHR, GATA4, GCG, GLIPR2, GNAI2, HAVCR2, HMGB4, HTR2A, KDR, MAP2K1, MARCO, NECAB2, NOD2, NOX4, NPTN, NQO2, NRP1, NTRK1, NTRK2, NTRK3, OPRM1, PDGFC, PDGFD, PDGFRA, PLA2G5, PRKCA, PRKCZ, RAMP3, ROR1, ROR2, SHC1, SLAMF1, SLC30A10, TLR4, TNFAIP8L3, TNFSF11, TREM2, TRPV4"
"GO:0030239","myofibril assembly",59,0.03,0.819,"ACTN2, CASQ1, CASQ2, CFLAR, CSRP1, FHOD3, KRT19, LMOD1, LMOD2, MEF2A, MYH11, MYH6, MYL2, MYLK3, MYOM1, MYOM2, MYOM3, NEB, NRAP, OBSCN, PDGFRA, PGM5, SYNPO2L, TNNT3, TTN"
"GO:1903305","regulation of regulated secretory pathway",158,0.03,0.981,"ABR, ADORA2B, ADRA1A, APBA1, APBA2, ARF1, ATP2A2, CACNA1G, CACNA1H, CACNA1I, CCR2, CHRM2, CNR1, CPLX1, DGKI, DOC2B, DRD2, DVL1, FES, GAB2, GIT1, GNAI2, GRIK5, GRIN3A, HMOX1, HTR2A, ITGAM, KCNB1, LRRK2, LYN, NLGN1, PFN2, PPFIA2, PRAM1, PRKCB, PRKCG, RAB27A, RIMS1, RIMS3, RIMS4, STX1B, STXBP3, SYT1, SYT12, SYT15, SYT17, SYT2, SYT4, SYT6, SYT8, SYT9, UNC13B, ZP3"
"GO:0048791","calcium ion-regulated exocytosis of neurotransmitter",11,0.03,0.471,"DOC2B, RIMS1, RIMS3, RIMS4, STX1B, SYT1, SYT2, SYT8"
"GO:0050974","detection of mechanical stimulus involved in sensory perception",29,0.03,0.758,"ASIC2, CXCL12, FYN, HPN, HTR2A, KCNA1, KIT, NTRK1, PDZD7, PIEZO2, SCN1A, TMC1, TMC2"
"GO:0002576","platelet degranulation",123,0.03,0.808,"A1BG, A2M, ACTN1, ACTN2, ACTN4, CD36, CD9, CLU, ECM1, EGF, F13A1, FAM3C, FAM49B, FERMT3, FGB, FGG, FN1, GTPBP2, HGF, IGF1, IGF2, ITGA2B, ITGB3, ITIH3, LYN, PCDH7, PLEK, PLG, PROS1, QSOX1, SCG3, SELP, SERPINA1, SERPINA3, SERPINA4, SERPING1, SPARC, SPP2, TGFB2, THBS1, TIMP3, TTN, TUBA4A, VEGFC"
"GO:0007043","cell-cell junction assembly",99,0.03,0.762,"ACTN4, ANK2, ARVCF, CD9, CDH10, CDH11, CDH13, CDH17, CDH18, CDH2, CDH23, CDH4, CDH5, CDH6, CDH8, CDH9, CDHR3, CLDN1, CTNNA1, CTNND2, FRMPD2, JUP, LIM2, MICALL2, MPP7, NFASC, PARD3, PARD6B, PKP3, PRKCA, PTPRO, TBCD, TJP1, TLN2, TRPV4, WNT11"
"GO:0006941","striated muscle contraction",106,0.03,0.98,"ANK2, ATP1A2, ATP2A2, ATP8A2, CACNA1C, CACNA1G, CACNA2D1, CAMK2D, CASQ2, CHRND, DTNA, FGF12, KCND3, KCNE4, KCNJ5, KCNJ8, KCNQ1, MB, MYH6, MYH7, MYL1, MYL2, MYL4, MYLK2, NEDD4L, NOS1, RCSD1, RYR2, SCN1A, SCN2B, SCN5A, SGCD, SLC8A1, STAC, STAC2, SYNM, TNNI1, TNNT3, TTN"
"GO:2001023","regulation of response to drug",89,0.03,0.888,"ATP1A2, CNR1, CRH, CXCL12, DRD2, DRD3, GALR1, GDNF, GPR37, GPR37L1, HGF, HMGA2, HTR2A, KCNA2, LRRK2, NCOA1, NFE2L2, NPY2R, NR4A3, OR56A1, OR5T1, RAB3B, STK39, SYT1, SYT12, SYT15, SYT17, SYT2, SYT4, SYT6, SYT8, SYT9"
"GO:0071277","cellular response to calcium ion",79,0.03,0.795,"ADCY8, BRAF, CAMK2D, CPNE1, CPNE3, CPNE4, CPNE5, CPNE6, CPNE9, CRHBP, FOS, IQGAP1, ITPKB, KCNH1, MEF2A, NLGN1, PPIF, RASGRP2, RYR1, RYR3, SCN5A, SYT1, SYT12, SYT15, SYT17, SYT2, SYT4, SYT6, SYT8, SYT9, WNT5A"
"GO:0030318","melanocyte differentiation",21,0.03,0.733,"EDN3, ENPP1, GLI3, KIT, MITF, MREG, MYO5A, OCA2, RAB27A, SLC24A5, USP13"
"GO:0051668","localization within membrane",113,0.03,0.982,"ANKS1B, AP2B1, CACNG2, CACNG4, CDH13, CDH2, CLIP1, CPLX1, DLG2, DLG4, DNM1, DNM2, DOCK2, DVL1, GPHN, GRIK2, GRIK5, GRIP1, ITGAL, KIF5C, LGI1, LRRC7, MADCAM1, MAGI2, MAL, MAPK10, NETO1, NLGN1, NRXN1, NRXN2, PTN, RALA, RELN, RFTN1, SEC24D, SEC31B, SHISA6, SNAP25, SNAP47, STX1B, THY1"
"GO:0030199","collagen fibril organization",47,0.03,0.784,"ACAN, ADAMTS14, ADAMTS2, ADAMTS3, ANXA2, COL11A2, COL12A1, COL14A1, COL1A1, COL1A2, COL2A1, COL5A1, COL5A2, DPT, GREM1, LUM, NF1, PXDN, SFRP2, TGFB2, TNXB"
"GO:0009582","detection of abiotic stimulus",120,0.03,0.919,"ADORA1, AIPL1, ANO3, ASIC2, ATP8A2, CABP4, CACNA2D4, CNGB1, CXCL12, DRGX, EPHB1, EYS, FYN, GNAQ, GNAT2, GNB1, GNGT1, GPR88, HPN, HTR2A, JUP, KCNA1, KIT, NPFFR2, NTRK1, NTSR1, OPN3, PDE6G, PDZD7, PIEZO2, PKD1L1, PKD1L2, RHO, RP1, SCN1A, SEMA5B, TACR1, TMC1, TMC2, TRPM3, TTN"
"GO:0098868","bone growth",44,0.03,0.748,"ANXA2, BNC2, COL12A1, COL14A1, COL20A1, COL27A1, COL6A3, COL7A1, ECM1, EVC, MATN2, MBL2, MMP13, POC1A, RARB, SCARA3, TGFBR2, THBS3, VIT, VWA1"
"GO:0097120","receptor localization to synapse",41,0.03,0.826,"ANKS1B, CACNG2, CACNG4, CPLX1, DLG2, DLG4, GPHN, GRIP1, KIF5C, LGI1, LRRC7, MAPK10, NETO1, NLGN1, RELN, SHISA6, SNAP25, SNAP47, STX1B"
"GO:0046578","regulation of Ras protein signal transduction",225,0.03,0.79,"ABCA1, ABR, ADRA1A, AKAP13, ARFGEF2, ARHGDIB, ARHGEF12, ARHGEF2, ARHGEF26, ARHGEF28, ARHGEF3, ARHGEF37, ARHGEF4, AUTS2, CYTH4, DENND4B, DGKI, DLC1, DNM2, DNMBP, F2RL3, FARP2, FGD5, FGD6, FGF10, GBF1, GPR17, GPR20, GRB2, IGF1, IQSEC1, IQSEC3, IRS2, ITPKB, KALRN, KANK1, LPAR1, LYN, MAP4K4, MCF2L2, MYO9B, NF1, NGEF, NGF, NRG1, NRP1, NTRK1, OBSCN, PLCE1, PLEKHG4, PLEKHG4B, PREX1, PREX2, PSD2, PSD3, RALGPS1, RASA3, RASGEF1A, RASGRF1, RDX, RIT2, ROBO1, SHC1, SPRY4, STMN3, SYNPO2L, TGFB2, TIAM1, TIMP2, VAV2"
"GO:0050954","sensory perception of mechanical stimulus",163,0.03,0.912,"ASIC2, ATP2B2, ATP6V0A4, CDH23, CLRN1, CNTN5, COL11A2, COL1A1, COL2A1, COL4A3, CXCL12, DCDC2, DRGX, ESPN, ESPNL, EYA4, FGFR1, FYN, GABRA5, GABRB3, GRM7, HPN, HTR2A, KCNA1, KCNQ1, KCNQ4, KIT, LOXHD1, MBP, MYO15A, MYO3A, NAV2, NTRK1, OTOF, OTOG, OTOS, PAX3, PCDH15, PDZD7, PIEZO2, ROR1, SCN1A, SLC26A4, SPTBN4, TECTA, TH, TMC1, TMC2, TSPEAR, TUB, USH2A"
"GO:0001867","complement activation, lectin pathway",9,0.03,0.0602,"COLEC10, COLEC11, FCN1, FCN2, FCN3, MASP1, MBL2"
"GO:0021891","olfactory bulb interneuron development",9,0.03,0.564,"ROBO1, ROBO2, SALL3, SLIT1, SLIT2, SLIT3, WNT5A"
"GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway",9,0.03,0.17,"GFRA1, GFRA2, GFRA4, GFRAL, RET, SULF1, SULF2"
"GO:0098698","postsynaptic specialization assembly",9,0.03,0.669,"NLGN1, NLGN2, NRXN1, NRXN2, NTNG2, SHANK1, SHANK2"
"GO:0003414","chondrocyte morphogenesis involved in endochondral bone morphogenesis",16,0.03,0.302,"COL12A1, COL14A1, COL20A1, COL6A3, COL7A1, MATN2, MBL2, SCARA3, VIT, VWA1"
"GO:0003429","growth plate cartilage chondrocyte morphogenesis",16,0.03,0.302,"COL12A1, COL14A1, COL20A1, COL6A3, COL7A1, MATN2, MBL2, SCARA3, VIT, VWA1"
"GO:0006910","phagocytosis, recognition",16,0.03,0.496,"CD36, CLEC7A, COLEC12, FCN1, FCN2, FCN3, PEAR1, SCARB1, TUB"
"GO:0090171","chondrocyte morphogenesis",16,0.03,0.302,"COL12A1, COL14A1, COL20A1, COL6A3, COL7A1, MATN2, MBL2, SCARA3, VIT, VWA1"
"GO:0098693","regulation of synaptic vesicle cycle",110,0.03,0.989,"ADORA2B, ADRA1A, APBA1, APBA2, ATP2A2, BTBD9, CDH2, CHRM2, CNR1, CPLX1, DGKI, DGKQ, DNM1, DRD2, DVL1, FGF14, GIT1, GRIK5, GRIN3A, HTR2A, LRRK2, MAGI2, NLGN1, NLGN2, NRXN1, PFN2, PPFIA2, PRKCB, PRKCG, RAB3B, RIMS1, RIMS3, RIMS4, SH3GL1, SLC17A7, STX1B, SYT1, SYT4, SYT9, UNC13B"
"GO:0050807","regulation of synapse organization",218,0.03,0.94,"ADAM10, ARHGAP22, ASIC2, BDNF, CAMK2B, CAMKV, CBLN2, CDH2, CDH8, CLSTN2, CTNNA2, CUX2, DAG1, DISC1, DRD2, EFNA5, EIF4G1, EPHB1, FLRT2, FYN, GAP43, GPC6, GPM6A, GRID2, GRIN2B, IGSF9, IL10RA, IL1RAP, INS, KALRN, LINGO2, LRFN2, LRFN5, LRRK2, LRRTM3, LRTM2, NEURL1, NGEF, NLGN1, NLGN2, NRXN1, NTN1, NTNG2, NTRK1, NTRK2, NTRK3, PAFAH1B1, PTN, PTPRD, PTPRO, PTPRS, RAPSN, RELN, ROBO2, SHISA6, SLC7A11, SLIT1, SLITRK1, SPARC, SSH1, SYNDIG1, THBS2, TIAM1, TUBB, WNT5A, ZMYND8, ZNF804A"
"GO:0016079","synaptic vesicle exocytosis",60,0.03,0.835,"CADPS2, CPLX1, CPLX4, CTBP2, DOC2B, ERC2, NLGN1, OTOF, PCLO, PIP5K1C, RIMS1, RIMS3, RIMS4, SNAP25, SNAP47, STX11, STX1B, SYT1, SYT12, SYT2, SYT8, SYT9, UNC13A, UNC13B, UNC13C"
"GO:0048705","skeletal system morphogenesis",222,0.03,0.938,"ACAN, ACP5, ANKRD11, ANXA2, ARID5B, BMP1, BMP6, BMP7, BMPR2, CARM1, CHST11, COL12A1, COL13A1, COL14A1, COL1A1, COL20A1, COL27A1, COL2A1, COL6A3, COL7A1, CSGALNACT1, CSRNP1, CYP26B1, DSCAML1, FBN2, FGF6, FGFR1, GLI3, GNAS, HOXB3, HOXB6, HOXB7, HOXD3, INPPL1, INSIG1, LRP5, LRP6, LTBP3, LTF, MATN2, MBL2, MEGF8, MGP, MMP13, MMP16, MMP2, MTHFD1L, MYF5, PAPPA2, PAX5, PDGFRA, PEX7, POC1A, RARB, ROR2, RUNX2, RYK, SCARA3, SFRP1, SFRP2, SGPL1, TGFBR2, THBS3, TIPARP, TRPV4, TWIST1, VIT, VWA1, WWOX, ZEB1"
"GO:0007196","adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway",7,0.03,0.195,"GRIK3, GRM2, GRM3, GRM4, GRM7, GRM8"
"GO:0010886","positive regulation of cholesterol storage",7,0.03,0.571,"APOB, CD36, EHD1, MSR1, SCARB1, SREBF2"
"GO:0048842","positive regulation of axon extension involved in axon guidance",7,0.03,0.607,"BMPR2, CXCL12, DSCAM, MEGF8, NRP1, SEMA5A"
"GO:0010810","regulation of cell-substrate adhesion",200,0.03,0.964,"ABI3BP, ACTN4, AJAP1, BCAS3, BST1, CCDC80, CD36, CDH13, COL16A1, COL1A1, COL8A1, CORO1C, DAG1, DAPK3, DDR1, DISC1, DLC1, DNM2, DOCK1, EDIL3, EFNA5, EGFLAM, EMP2, FAM107A, FBLN1, FBLN2, FGB, FGG, FN1, GREM1, HSD17B12, IQGAP1, ITGA5, JUP, KANK1, KDR, LIMS2, MAP4K4, MINK1, MYF5, NF1, NPY2R, NRP1, PDPN, PHLDB2, PLG, POSTN, PREX1, PRKCE, PRKCZ, PTN, PTPRJ, PTPRO, RHOD, RSU1, SFRP1, SPOCK1, SPOCK2, TBCD, THBS1, THY1, UTRN, VIT, VWC2, WDPCP"
"GO:0010469","regulation of signaling receptor activity",164,0.03,0.938,"ACTN2, ADORA1, CACNG2, CACNG4, CACNG5, CALCR, CCR2, CHMP6, CLEC12B, CNIH3, CNRIP1, CRH, CRHBP, DKK3, DLG2, DLG4, EGF, ERRFI1, ESR2, FAM19A1, FAM19A4, GREM1, GREM2, GRIA1, GRIA4, GRIN2A, GRIN2B, GSG1L, HMGB4, IFNG, LRRC7, LYNX1, MED1, MINK1, NCOA3, NETO1, NETO2, NEURL1, NLGN1, NLGN2, NRP1, OPRM1, PDE4D, RAMP3, RASGRF1, RELN, SHANK1, SHANK2, SHC1, SHISA6, SHISA9, SPINT3, TGFA, WFIKKN2, ZFYVE28"
"GO:0099003","vesicle-mediated transport in synapse",132,0.03,0.955,"ACTL8, AMPH, AP2B1, AP3B2, AP3M2, ARF1, CADPS2, CPLX1, CPLX4, CTBP2, DNM1, DNM2, DOC2B, ERC2, GAK, GRIP1, KIF5C, LIN7A, MAPK10, NLGN1, NLGN2, OTOF, PACSIN1, PCLO, PICALM, PIP5K1C, RAB27A, RIMS1, RIMS3, RIMS4, SH3GL1, SH3GL2, SNAP25, SNAP47, STX11, STX1B, STX6, SYT1, SYT12, SYT2, SYT6, SYT8, SYT9, UNC13A, UNC13B, UNC13C"
"GO:0042220","response to cocaine",51,0.03,0.877,"CACNG4, CNR1, CRH, CRHBP, DNM2, DNMT3B, DRD2, DRD3, EFTUD2, HDAC2, HNMT, HSP90AB1, HTR2A, OPRM1, OR56A1, OR5T1, SDK1, SLC6A1, TACR3, TIAM1"
"GO:0017156","calcium ion regulated exocytosis",77,0.03,0.823,"CADPS2, CHP1, CPLX1, CPLX4, CTBP2, DOC2B, ERC2, NLGN1, OTOF, PCLO, PIP5K1C, RIMS1, RIMS3, RIMS4, SNAP25, SNAP47, STX11, STX1B, SYT1, SYT12, SYT15, SYT17, SYT2, SYT4, SYT6, SYT8, SYT9, UNC13A, UNC13B, UNC13C"
"GO:0031279","regulation of cyclase activity",48,0.04,0.852,"ADORA2B, CACNA1C, CCR2, CRHR1, DRD2, DRD3, GABBR2, GALR1, GNAI2, GRM2, GRM3, GRM7, NF1, NOS1, NPFFR2, OR56A1, OR5T1, PALM, STIM1, TIMP2"
"GO:0097479","synaptic vesicle localization",94,0.04,0.958,"AP3B2, AP3M2, ARF1, CADPS2, CPLX1, CPLX4, CTBP2, DNM1, DNM2, DOC2B, ERC2, KIF5C, LIN7A, NLGN1, OTOF, PCLO, PICALM, PIP5K1C, RAB27A, RIMS1, RIMS3, RIMS4, SNAP25, SNAP47, STX11, STX1B, SYNDIG1, SYT1, SYT12, SYT2, SYT8, SYT9, UNC13A, UNC13B, UNC13C"
"GO:0060348","bone development",194,0.04,0.95,"ACP5, AKAP13, ANKRD11, ANO6, ANXA2, BMP6, BMPR2, CARM1, COL12A1, COL13A1, COL14A1, COL1A1, COL20A1, COL27A1, COL2A1, COL6A3, COL7A1, CSGALNACT1, CYP26B1, FAT4, FLI1, FOXP1, GLI3, GNAS, IGF1, INPPL1, INSIG1, KIT, LRP5, LRP6, LTBP3, LTF, MATN2, MBL2, MCPH1, MED1, MEGF8, MMP13, MMP16, PAFAH1B1, PAPPA2, PAPSS2, PDGFC, PEX7, POC1A, RARB, RUNX2, RYR1, SCARA3, SFRP2, SPARC, SPNS2, SULF1, SULF2, TGFBR2, THBS3, TNFSF11, TRPV4, TWIST1, VIT, VWA1"
"GO:0043279","response to alkaloid",108,0.04,0.999,"ADA, ADCY8, ATG7, BCL2L1, CACNG4, CAD, CASQ2, CNR1, CRH, CRHBP, DDC, DNM2, DNMT3B, DRD2, DRD3, EFTUD2, GNAO1, HDAC2, HNMT, HSP90AB1, HTR2A, OPRM1, OR56A1, OR5T1, PRKCE, PRKCG, RYR1, RYR2, RYR3, SDK1, SLC34A1, SLC6A1, SLC8A1, TACR3, TH, TIAM1, TMED10"
"GO:0072347","response to anesthetic",74,0.04,0.887,"ADA, ADCY8, ATG7, CACNG4, CNR1, CRH, CRHBP, DNM2, DNMT3B, DRD2, DRD3, EFTUD2, F7, GNAO1, HDAC2, HNMT, HSP90AB1, HTR2A, OPRM1, OR56A1, OR5T1, PRKCE, PRKCG, SDK1, SLC6A1, TACR3, TIAM1"
"GO:0021889","olfactory bulb interneuron differentiation",14,0.04,0.639,"ERBB4, ROBO1, ROBO2, SALL1, SALL3, SLIT1, SLIT2, SLIT3, WNT5A"
"GO:0048489","synaptic vesicle transport",91,0.04,0.964,"AP3B2, AP3M2, ARF1, CADPS2, CPLX1, CPLX4, CTBP2, DNM1, DNM2, DOC2B, ERC2, KIF5C, LIN7A, NLGN1, OTOF, PCLO, PICALM, PIP5K1C, RAB27A, RIMS1, RIMS3, RIMS4, SNAP25, SNAP47, STX11, STX1B, SYT1, SYT12, SYT2, SYT8, SYT9, UNC13A, UNC13B, UNC13C"
